Timestamp,TERM_ANA,LM35_0,LM35_1,LM35_2,DS18B20_0,DS18B20_1,DS18B20_2
2025-05-20 15:01:55,803.0,527.0,390.0,56.0,17.87,14.5,16.31
2025-05-20 15:01:57,802.0,764.0,577.0,48.0,17.87,14.5,16.31
2025-05-20 15:01:58,803.0,765.0,528.0,22.0,17.81,14.5,16.31
2025-05-20 15:02:00,804.0,764.0,344.0,38.0,17.81,14.56,16.31
2025-05-20 15:02:02,801.0,764.0,551.0,22.0,17.81,14.5,16.31
2025-05-20 15:02:03,804.0,765.0,366.0,29.0,17.81,14.5,16.31
2025-05-20 15:02:05,802.0,765.0,552.0,21.0,17.75,14.5,16.31
2025-05-20 15:02:07,803.0,764.0,504.0,46.0,17.75,14.56,16.31
2025-05-20 15:02:09,802.0,765.0,649.0,31.0,17.75,14.56,16.31
2025-05-20 15:02:10,802.0,418.0,680.0,33.0,17.81,14.56,16.31
2025-05-20 15:02:12,804.0,415.0,354.0,41.0,17.75,14.56,16.31
2025-05-20 15:02:14,801.0,415.0,835.0,28.0,17.75,14.56,16.31
2025-05-20 15:02:15,801.0,765.0,532.0,33.0,17.75,14.5,16.31
2025-05-20 15:02:17,804.0,766.0,451.0,23.0,17.75,14.5,16.31
2025-05-20 15:02:19,803.0,765.0,406.0,34.0,17.75,14.5,16.31
2025-05-20 15:02:20,804.0,765.0,582.0,25.0,17.75,14.5,16.31
2025-05-20 15:02:22,804.0,765.0,461.0,35.0,17.75,14.5,16.31
2025-05-20 15:02:24,803.0,765.0,512.0,27.0,17.69,14.5,16.31
2025-05-20 15:02:25,802.0,395.0,187.0,35.0,17.69,14.5,16.31
2025-05-20 15:02:27,803.0,395.0,351.0,35.0,17.69,14.5,16.31
2025-05-20 15:02:29,804.0,399.0,480.0,25.0,17.62,14.5,16.31
2025-05-20 15:02:31,804.0,402.0,288.0,51.0,17.62,14.5,16.31
2025-05-20 15:02:32,802.0,405.0,553.0,54.0,17.62,14.5,16.31
2025-05-20 15:02:34,802.0,409.0,252.0,26.0,17.62,14.5,16.31
2025-05-20 15:02:36,803.0,413.0,438.0,36.0,17.56,14.5,16.31
2025-05-20 15:02:37,804.0,416.0,299.0,43.0,17.56,14.5,16.31
2025-05-20 15:02:39,804.0,419.0,349.0,48.0,17.56,14.56,16.31
2025-05-20 15:02:41,803.0,423.0,277.0,37.0,17.56,14.56,16.31
2025-05-20 15:02:42,802.0,426.0,356.0,20.0,17.56,14.5,16.31
2025-05-20 15:02:44,803.0,430.0,294.0,27.0,17.56,14.5,16.31
2025-05-20 15:02:46,803.0,433.0,384.0,23.0,17.5,14.5,16.31
2025-05-20 15:02:47,804.0,437.0,302.0,47.0,17.5,14.5,16.31
2025-05-20 15:02:49,802.0,441.0,369.0,25.0,17.5,14.5,16.31
2025-05-20 15:02:51,802.0,443.0,324.0,50.0,17.44,14.5,16.31
2025-05-20 15:02:52,804.0,447.0,321.0,27.0,17.44,14.5,16.31
2025-05-20 15:02:54,802.0,449.0,396.0,40.0,17.44,14.5,16.31
2025-05-20 15:02:56,803.0,452.0,253.0,40.0,17.44,14.5,16.31
2025-05-20 15:02:58,803.0,455.0,445.0,25.0,17.44,14.5,16.31
2025-05-20 15:02:59,802.0,457.0,213.0,19.0,17.37,14.5,16.31
2025-05-20 15:03:01,804.0,460.0,644.0,26.0,17.37,14.5,16.31
2025-05-20 15:03:03,802.0,462.0,510.0,32.0,17.37,14.5,16.31
2025-05-20 15:03:04,798.0,464.0,154.0,24.0,17.37,14.5,16.31
2025-05-20 15:03:06,802.0,465.0,763.0,33.0,17.37,14.5,16.31
2025-05-20 15:03:08,800.0,467.0,763.0,39.0,17.31,14.5,16.31
2025-05-20 15:03:09,802.0,469.0,764.0,30.0,17.37,14.5,16.31
2025-05-20 15:03:11,802.0,471.0,764.0,34.0,17.37,14.5,16.31
2025-05-20 15:03:13,800.0,473.0,763.0,21.0,17.37,14.56,16.31
2025-05-20 15:03:14,802.0,475.0,764.0,22.0,17.31,14.5,16.31
2025-05-20 15:03:16,802.0,477.0,764.0,24.0,17.37,14.5,16.31
2025-05-20 15:03:18,803.0,479.0,763.0,25.0,17.37,14.5,16.31
2025-05-20 15:03:20,803.0,481.0,764.0,23.0,17.37,14.5,16.31
2025-05-20 15:03:21,803.0,482.0,764.0,26.0,17.37,14.5,16.31
2025-05-20 15:03:23,802.0,484.0,764.0,28.0,17.37,14.56,16.31
2025-05-20 15:03:25,800.0,486.0,764.0,28.0,17.37,14.5,16.31
2025-05-20 15:03:26,802.0,487.0,764.0,28.0,17.37,14.5,16.31
2025-05-20 15:03:28,803.0,488.0,764.0,24.0,17.37,14.5,16.31
2025-05-20 15:03:30,804.0,490.0,764.0,31.0,17.37,14.56,16.31
2025-05-20 15:03:31,801.0,491.0,764.0,37.0,17.37,14.5,16.31
2025-05-20 15:03:33,802.0,493.0,764.0,29.0,17.44,14.5,16.31
2025-05-20 15:03:35,802.0,494.0,764.0,23.0,17.44,14.56,16.31
2025-05-20 15:03:36,800.0,495.0,763.0,34.0,17.37,14.5,16.31
2025-05-20 15:03:38,804.0,497.0,764.0,21.0,17.44,14.56,16.31
2025-05-20 15:03:40,800.0,498.0,764.0,30.0,17.37,14.56,16.31
2025-05-20 15:03:42,803.0,499.0,764.0,30.0,17.37,14.5,16.31
2025-05-20 15:03:43,803.0,500.0,764.0,28.0,17.37,14.5,16.31
2025-05-20 15:03:45,803.0,501.0,764.0,34.0,17.37,14.5,16.31
2025-05-20 15:03:47,800.0,502.0,763.0,39.0,17.37,14.5,16.31
2025-05-20 15:03:48,803.0,503.0,764.0,28.0,17.37,14.5,16.31
2025-05-20 15:03:50,803.0,504.0,764.0,36.0,17.37,14.5,16.31
2025-05-20 15:03:52,803.0,505.0,765.0,39.0,17.31,14.5,16.31
2025-05-20 15:03:53,800.0,506.0,764.0,26.0,17.37,14.5,16.31
2025-05-20 15:03:55,803.0,508.0,764.0,25.0,17.37,14.5,16.31
2025-05-20 15:03:57,803.0,509.0,763.0,26.0,17.37,14.5,16.31
2025-05-20 15:03:58,803.0,510.0,764.0,23.0,17.37,14.5,16.31
2025-05-20 15:04:00,803.0,511.0,765.0,24.0,17.31,14.5,16.31
2025-05-20 15:04:02,801.0,512.0,764.0,28.0,17.31,14.5,16.31
2025-05-20 15:04:04,800.0,513.0,764.0,23.0,17.37,14.56,16.31
2025-05-20 15:04:05,802.0,514.0,764.0,33.0,17.31,14.5,16.31
2025-05-20 15:04:07,804.0,514.0,764.0,32.0,17.31,14.56,16.31
2025-05-20 15:04:09,803.0,515.0,764.0,27.0,17.31,14.56,16.31
2025-05-20 15:04:10,800.0,516.0,764.0,24.0,17.25,14.5,16.31
2025-05-20 15:04:12,802.0,517.0,764.0,27.0,17.25,14.5,16.31
2025-05-20 15:04:14,800.0,518.0,764.0,33.0,17.25,14.5,16.31
2025-05-20 15:04:15,803.0,518.0,764.0,38.0,17.25,14.56,16.31
2025-05-20 15:04:17,803.0,518.0,764.0,22.0,17.25,14.5,16.31
2025-05-20 15:04:19,802.0,519.0,764.0,42.0,17.25,14.5,16.31
2025-05-20 15:04:20,803.0,520.0,764.0,29.0,17.25,14.5,16.31
2025-05-20 15:04:22,803.0,520.0,764.0,22.0,17.25,14.5,16.31
2025-05-20 15:04:24,804.0,521.0,764.0,24.0,17.25,14.5,16.31
2025-05-20 15:04:25,803.0,521.0,764.0,33.0,17.25,14.5,16.31
2025-05-20 15:04:27,801.0,521.0,764.0,23.0,17.25,14.5,16.31
2025-05-20 15:04:29,803.0,522.0,765.0,21.0,17.31,14.5,16.31
2025-05-20 15:04:31,803.0,522.0,764.0,27.0,17.25,14.56,16.31
2025-05-20 15:04:32,801.0,523.0,764.0,34.0,17.25,14.5,16.31
2025-05-20 15:04:34,803.0,523.0,764.0,32.0,17.25,14.5,16.31
2025-05-20 15:04:36,803.0,524.0,764.0,24.0,17.25,14.56,16.31
2025-05-20 15:04:37,804.0,524.0,764.0,37.0,17.25,14.5,16.31
2025-05-20 15:04:39,803.0,524.0,764.0,23.0,17.19,14.5,16.31
2025-05-20 15:04:41,803.0,525.0,764.0,26.0,17.19,14.56,16.31
2025-05-20 15:04:42,801.0,525.0,764.0,27.0,17.19,14.5,16.31
2025-05-20 15:04:44,801.0,525.0,764.0,33.0,17.19,14.5,16.31
