Timestamp,TERM_ANA,LM35_0,LM35_1,LM35_2,DS18B20_0,DS18B20_1,DS18B20_2
2025-05-20 18:48:23,790.0,551.0,599.0,54.0,13.94,14.31,16.12
2025-05-20 18:48:24,788.0,551.0,599.0,31.0,13.94,14.25,16.12
2025-05-20 18:48:26,791.0,551.0,600.0,24.0,14.0,14.31,16.12
2025-05-20 18:48:28,789.0,551.0,599.0,30.0,13.94,14.31,16.12
2025-05-20 18:48:29,790.0,551.0,599.0,32.0,13.94,14.31,16.12
2025-05-20 18:48:31,790.0,551.0,599.0,26.0,14.0,14.25,16.12
2025-05-20 18:48:33,788.0,551.0,600.0,20.0,13.94,14.25,16.12
2025-05-20 18:48:34,790.0,551.0,599.0,32.0,14.0,14.31,16.12
2025-05-20 18:48:36,789.0,551.0,598.0,26.0,13.94,14.31,16.12
2025-05-20 18:48:38,788.0,551.0,599.0,27.0,13.94,14.31,16.12
2025-05-20 18:48:40,789.0,551.0,599.0,30.0,13.94,14.31,16.12
2025-05-20 18:48:41,789.0,551.0,605.0,39.0,13.94,14.31,16.12
2025-05-20 18:48:43,789.0,551.0,610.0,31.0,13.94,14.31,16.12
2025-05-20 18:48:45,788.0,551.0,600.0,35.0,13.94,14.31,16.12
2025-05-20 18:48:46,790.0,551.0,600.0,38.0,13.94,14.31,16.12
2025-05-20 18:48:48,790.0,551.0,600.0,56.0,13.94,14.31,16.12
2025-05-20 18:48:50,790.0,551.0,599.0,20.0,13.94,14.31,16.12
2025-05-20 18:48:51,788.0,551.0,600.0,32.0,13.94,14.31,16.12
2025-05-20 18:48:53,789.0,551.0,600.0,26.0,13.94,14.31,16.12
2025-05-20 18:48:55,789.0,551.0,600.0,31.0,13.94,14.31,16.12
2025-05-20 18:48:56,789.0,551.0,600.0,28.0,13.94,14.31,16.12
2025-05-20 18:48:58,789.0,551.0,600.0,22.0,13.94,14.31,16.12
2025-05-20 18:49:00,790.0,551.0,601.0,22.0,13.94,14.31,16.12
2025-05-20 18:49:02,790.0,551.0,600.0,23.0,13.94,14.31,16.12
2025-05-20 18:49:03,789.0,550.0,602.0,27.0,13.94,14.25,16.12
2025-05-20 18:49:05,790.0,551.0,602.0,24.0,13.94,14.25,16.12
2025-05-20 18:49:07,790.0,551.0,601.0,48.0,13.88,14.31,16.12
2025-05-20 18:49:08,788.0,551.0,582.0,22.0,13.88,14.31,16.12
2025-05-20 18:49:10,789.0,551.0,602.0,25.0,13.88,14.31,16.12
2025-05-20 18:49:12,790.0,551.0,602.0,31.0,13.88,14.31,16.12
2025-05-20 18:49:13,791.0,551.0,602.0,30.0,13.88,14.25,16.12
2025-05-20 18:49:15,788.0,551.0,597.0,23.0,13.88,14.31,16.12
2025-05-20 18:49:17,790.0,551.0,602.0,36.0,13.88,14.25,16.12
2025-05-20 18:49:18,790.0,551.0,603.0,35.0,13.88,14.31,16.12
2025-05-20 18:49:20,790.0,551.0,602.0,32.0,13.81,14.31,16.12
2025-05-20 18:49:22,788.0,551.0,605.0,22.0,13.88,14.31,16.12
2025-05-20 18:49:23,791.0,551.0,603.0,22.0,13.88,14.31,16.12
2025-05-20 18:49:25,790.0,551.0,603.0,22.0,13.81,14.25,16.12
2025-05-20 18:49:27,790.0,551.0,601.0,25.0,13.81,14.31,16.12
2025-05-20 18:49:29,789.0,551.0,604.0,30.0,13.81,14.31,16.12
2025-05-20 18:49:30,789.0,551.0,605.0,29.0,13.81,14.31,16.12
2025-05-20 18:49:32,790.0,551.0,601.0,20.0,13.81,14.31,16.12
2025-05-20 18:49:34,788.0,551.0,604.0,30.0,13.81,14.31,16.12
2025-05-20 18:49:35,790.0,551.0,603.0,31.0,13.81,14.31,16.12
2025-05-20 18:49:37,789.0,551.0,604.0,26.0,13.81,14.31,16.12
2025-05-20 18:49:39,789.0,550.0,603.0,28.0,13.81,14.31,16.12
2025-05-20 18:49:40,789.0,551.0,604.0,25.0,13.81,14.31,16.12
2025-05-20 18:49:42,789.0,551.0,604.0,31.0,13.75,14.25,16.12
2025-05-20 18:49:44,790.0,551.0,603.0,24.0,13.81,14.25,16.12
2025-05-20 18:49:45,790.0,551.0,604.0,26.0,13.81,14.31,16.12
2025-05-20 18:49:47,790.0,551.0,600.0,29.0,13.81,14.25,16.12
2025-05-20 18:49:49,790.0,552.0,605.0,32.0,13.81,14.31,16.12
2025-05-20 18:49:51,789.0,551.0,602.0,30.0,13.81,14.31,16.12
2025-05-20 18:49:52,789.0,551.0,603.0,31.0,13.81,14.25,16.12
2025-05-20 18:49:54,789.0,551.0,603.0,37.0,13.81,14.31,16.12
2025-05-20 18:49:56,788.0,551.0,608.0,22.0,13.81,14.31,16.12
2025-05-20 18:49:57,789.0,551.0,602.0,22.0,13.81,14.31,16.12
2025-05-20 18:49:59,788.0,551.0,602.0,27.0,13.81,14.31,16.12
2025-05-20 18:50:01,788.0,551.0,602.0,24.0,13.81,14.31,16.12
2025-05-20 18:50:02,789.0,551.0,600.0,21.0,13.81,14.31,16.12
2025-05-20 18:50:04,789.0,551.0,602.0,20.0,13.81,14.31,16.12
2025-05-20 18:50:06,789.0,551.0,600.0,30.0,13.81,14.31,16.12
2025-05-20 18:50:07,788.0,551.0,602.0,27.0,13.81,14.31,16.12
2025-05-20 18:50:09,790.0,551.0,601.0,28.0,13.81,14.31,16.12
2025-05-20 18:50:11,789.0,551.0,602.0,26.0,13.81,14.25,16.12
2025-05-20 18:50:13,790.0,551.0,599.0,26.0,13.75,14.31,16.12
2025-05-20 18:50:14,789.0,551.0,602.0,30.0,13.81,14.25,16.12
2025-05-20 18:50:16,790.0,551.0,603.0,41.0,13.75,14.25,16.12
2025-05-20 18:50:18,791.0,551.0,602.0,26.0,13.81,14.31,16.12
2025-05-20 18:50:19,788.0,551.0,604.0,35.0,13.81,14.25,16.12
2025-05-20 18:50:21,790.0,551.0,602.0,27.0,13.81,14.31,16.12
2025-05-20 18:50:23,789.0,551.0,603.0,42.0,13.75,14.31,16.12
2025-05-20 18:50:24,789.0,551.0,604.0,39.0,13.75,14.31,16.12
2025-05-20 18:50:26,789.0,551.0,610.0,27.0,13.75,14.31,16.12
2025-05-20 18:50:28,789.0,551.0,603.0,25.0,13.81,14.31,16.12
2025-05-20 18:50:29,789.0,551.0,603.0,26.0,13.75,14.31,16.12
2025-05-20 18:50:31,790.0,551.0,605.0,25.0,13.75,14.31,16.12
2025-05-20 18:50:33,790.0,551.0,604.0,20.0,13.75,14.31,16.12
2025-05-20 18:50:35,789.0,551.0,603.0,30.0,13.75,14.31,16.12
2025-05-20 18:50:36,790.0,551.0,603.0,22.0,13.75,14.31,16.12
2025-05-20 18:50:38,790.0,551.0,602.0,30.0,13.75,14.31,16.12
2025-05-20 18:50:40,790.0,551.0,598.0,21.0,13.75,14.31,16.12
2025-05-20 18:50:41,790.0,551.0,604.0,25.0,13.75,14.31,16.12
2025-05-20 18:50:43,790.0,551.0,604.0,26.0,13.75,14.31,16.12
2025-05-20 18:50:45,790.0,551.0,604.0,24.0,13.75,14.31,16.12
2025-05-20 18:50:46,790.0,551.0,603.0,48.0,13.69,14.31,16.12
2025-05-20 18:50:48,789.0,551.0,605.0,20.0,13.75,14.31,16.12
2025-05-20 18:50:50,789.0,551.0,605.0,55.0,13.69,14.25,16.12
2025-05-20 18:50:51,789.0,551.0,604.0,26.0,13.75,14.31,16.12
2025-05-20 18:50:53,789.0,551.0,601.0,27.0,13.69,14.31,16.12
2025-05-20 18:50:55,791.0,551.0,605.0,36.0,13.69,14.31,16.12
2025-05-20 18:50:57,788.0,551.0,604.0,28.0,13.69,14.25,16.12
2025-05-20 18:50:58,790.0,551.0,601.0,21.0,13.69,14.31,16.12
2025-05-20 18:51:00,790.0,551.0,604.0,41.0,13.69,14.31,16.12
2025-05-20 18:51:02,790.0,551.0,606.0,29.0,13.69,14.31,16.12
2025-05-20 18:51:03,791.0,550.0,604.0,26.0,13.69,14.31,16.12
2025-05-20 18:51:05,789.0,551.0,605.0,22.0,13.69,14.31,16.12
2025-05-20 18:51:07,789.0,551.0,605.0,28.0,13.63,14.31,16.12
2025-05-20 18:51:08,788.0,551.0,608.0,50.0,13.63,14.31,16.12
2025-05-20 18:51:10,789.0,551.0,605.0,30.0,13.63,14.25,16.12
2025-05-20 18:51:12,790.0,551.0,605.0,52.0,13.63,14.31,16.12
2025-05-20 18:51:13,789.0,551.0,606.0,25.0,13.63,14.31,16.12
2025-05-20 18:51:15,789.0,551.0,598.0,32.0,13.63,14.31,16.12
2025-05-20 18:51:17,789.0,551.0,605.0,25.0,13.63,14.31,16.12
2025-05-20 18:51:18,790.0,551.0,605.0,28.0,13.63,14.31,16.12
2025-05-20 18:51:20,790.0,551.0,606.0,30.0,13.63,14.31,16.12
2025-05-20 18:51:22,789.0,551.0,605.0,27.0,13.63,14.25,16.12
2025-05-20 18:51:24,789.0,551.0,605.0,29.0,13.63,14.25,16.12
2025-05-20 18:51:25,790.0,551.0,605.0,29.0,13.63,14.25,16.12
2025-05-20 18:51:27,789.0,550.0,605.0,32.0,13.63,14.31,16.12
2025-05-20 18:51:29,789.0,550.0,605.0,30.0,13.63,14.25,16.12
2025-05-20 18:51:30,789.0,550.0,605.0,22.0,13.56,14.31,16.12
2025-05-20 18:51:32,789.0,551.0,603.0,23.0,13.63,14.31,16.12
2025-05-20 18:51:34,789.0,550.0,605.0,31.0,13.63,14.31,16.12
2025-05-20 18:51:35,789.0,550.0,604.0,21.0,13.63,14.31,16.12
2025-05-20 18:51:37,788.0,550.0,603.0,25.0,13.63,14.25,16.12
2025-05-20 18:51:39,790.0,551.0,607.0,25.0,13.63,14.25,16.12
2025-05-20 18:51:40,789.0,550.0,603.0,32.0,13.63,14.31,16.12
2025-05-20 18:51:42,790.0,550.0,604.0,31.0,13.63,14.31,16.12
2025-05-20 18:51:44,789.0,550.0,603.0,21.0,13.63,14.31,16.12
2025-05-20 18:51:46,789.0,550.0,602.0,39.0,13.63,14.31,16.12
2025-05-20 18:51:47,789.0,550.0,603.0,28.0,13.63,14.31,16.12
2025-05-20 18:51:49,790.0,550.0,604.0,27.0,13.63,14.25,16.12
2025-05-20 18:51:51,788.0,550.0,604.0,27.0,13.63,14.31,16.12
2025-05-20 18:51:52,790.0,550.0,604.0,28.0,13.63,14.31,16.12
2025-05-20 18:51:54,790.0,550.0,603.0,30.0,13.63,14.31,16.12
2025-05-20 18:51:56,790.0,550.0,603.0,21.0,13.63,14.31,16.12
2025-05-20 18:51:57,789.0,550.0,607.0,31.0,13.63,14.25,16.12
2025-05-20 18:51:59,789.0,550.0,604.0,26.0,13.63,14.31,16.12
2025-05-20 18:52:01,789.0,550.0,605.0,42.0,13.63,14.31,16.12
2025-05-20 18:52:02,788.0,550.0,605.0,27.0,13.63,14.25,16.12
2025-05-20 18:52:04,790.0,550.0,604.0,32.0,13.56,14.25,16.12
2025-05-20 18:52:06,790.0,551.0,605.0,23.0,13.56,14.31,16.12
2025-05-20 18:52:08,789.0,551.0,604.0,24.0,13.63,14.31,16.12
2025-05-20 18:52:09,789.0,550.0,610.0,28.0,13.56,14.31,16.12
2025-05-20 18:52:11,789.0,551.0,606.0,23.0,13.63,14.31,16.12
2025-05-20 18:52:13,789.0,551.0,606.0,30.0,13.56,14.25,16.12
2025-05-20 18:52:14,787.0,551.0,608.0,28.0,13.56,14.31,16.12
2025-05-20 18:52:16,789.0,551.0,606.0,39.0,13.56,14.25,16.12
2025-05-20 18:52:18,790.0,551.0,606.0,26.0,13.56,14.31,16.12
2025-05-20 18:52:19,791.0,551.0,606.0,21.0,13.56,14.25,16.12
2025-05-20 18:52:21,790.0,551.0,605.0,21.0,13.56,14.25,16.12
2025-05-20 18:52:23,788.0,551.0,604.0,27.0,13.56,14.25,16.12
2025-05-20 18:52:24,791.0,551.0,605.0,34.0,13.56,14.31,16.12
2025-05-20 18:52:26,789.0,551.0,604.0,26.0,13.56,14.31,16.12
2025-05-20 18:52:28,789.0,551.0,600.0,37.0,13.56,14.31,16.12
2025-05-20 18:52:30,790.0,551.0,605.0,26.0,13.56,14.25,16.12
2025-05-20 18:52:31,789.0,551.0,605.0,31.0,13.56,14.25,16.12
2025-05-20 18:52:33,790.0,551.0,604.0,20.0,13.56,14.31,16.12
2025-05-20 18:52:35,789.0,551.0,599.0,25.0,13.56,14.31,16.12
2025-05-20 18:52:36,790.0,551.0,604.0,26.0,13.56,14.31,16.12
2025-05-20 18:52:38,789.0,551.0,603.0,31.0,13.63,14.31,16.12
2025-05-20 18:52:40,789.0,551.0,603.0,31.0,13.56,14.31,16.12
2025-05-20 18:52:41,789.0,551.0,603.0,22.0,13.56,14.31,16.12
2025-05-20 18:52:43,790.0,551.0,606.0,30.0,13.56,14.31,16.12
2025-05-20 18:52:45,790.0,551.0,603.0,31.0,13.63,14.31,16.12
2025-05-20 18:52:46,788.0,551.0,603.0,20.0,13.56,14.25,16.12
2025-05-20 18:52:48,790.0,551.0,602.0,28.0,13.56,14.31,16.12
2025-05-20 18:52:50,790.0,550.0,602.0,52.0,13.63,14.31,16.12
2025-05-20 18:52:51,788.0,550.0,602.0,26.0,13.63,14.31,16.12
2025-05-20 18:52:53,789.0,550.0,603.0,31.0,13.63,14.31,16.12
2025-05-20 18:52:55,790.0,551.0,602.0,21.0,13.63,14.31,16.12
2025-05-20 18:52:57,789.0,551.0,602.0,24.0,13.63,14.31,16.12
2025-05-20 18:52:58,790.0,550.0,589.0,29.0,13.63,14.31,16.12
2025-05-20 18:53:00,789.0,550.0,602.0,32.0,13.63,14.31,16.12
2025-05-20 18:53:02,789.0,550.0,602.0,28.0,13.63,14.31,16.12
2025-05-20 18:53:03,788.0,551.0,603.0,25.0,13.63,14.31,16.12
2025-05-20 18:53:05,788.0,550.0,602.0,24.0,13.69,14.31,16.12
2025-05-20 18:53:07,790.0,550.0,602.0,21.0,13.63,14.31,16.12
2025-05-20 18:53:08,789.0,550.0,602.0,28.0,13.69,14.31,16.12
2025-05-20 18:53:10,790.0,550.0,604.0,26.0,13.63,14.31,16.12
2025-05-20 18:53:12,789.0,550.0,602.0,24.0,13.63,14.31,16.12
2025-05-20 18:53:13,789.0,550.0,602.0,28.0,13.69,14.25,16.12
2025-05-20 18:53:15,790.0,551.0,602.0,20.0,13.69,14.25,16.12
2025-05-20 18:53:17,791.0,550.0,599.0,25.0,13.69,14.25,16.12
2025-05-20 18:53:19,790.0,551.0,602.0,42.0,13.69,14.31,16.12
2025-05-20 18:53:20,790.0,551.0,602.0,22.0,13.69,14.25,16.12
2025-05-20 18:53:22,790.0,551.0,602.0,21.0,13.69,14.25,16.12
2025-05-20 18:53:24,790.0,551.0,602.0,28.0,13.69,14.31,16.12
2025-05-20 18:53:25,787.0,551.0,599.0,22.0,13.69,14.31,16.12
2025-05-20 18:53:27,789.0,551.0,602.0,20.0,13.69,14.31,16.12
2025-05-20 18:53:29,788.0,551.0,603.0,33.0,13.69,14.31,16.12
2025-05-20 18:53:30,789.0,551.0,603.0,26.0,13.63,14.31,16.12
2025-05-20 18:53:32,790.0,551.0,604.0,26.0,13.63,14.31,16.12
2025-05-20 18:53:34,789.0,551.0,603.0,29.0,13.69,14.31,16.12
2025-05-20 18:53:35,790.0,551.0,602.0,41.0,13.63,14.25,16.12
2025-05-20 18:53:37,790.0,551.0,603.0,24.0,13.69,14.31,16.12
2025-05-20 18:53:39,791.0,551.0,592.0,39.0,13.63,14.31,16.12
2025-05-20 18:53:41,789.0,551.0,603.0,19.0,13.69,14.31,16.12
2025-05-20 18:53:42,790.0,551.0,602.0,52.0,13.63,14.31,16.12
2025-05-20 18:53:44,789.0,551.0,604.0,24.0,13.63,14.31,16.12
2025-05-20 18:53:46,789.0,550.0,608.0,31.0,13.63,14.31,16.12
2025-05-20 18:53:47,789.0,551.0,602.0,29.0,13.63,14.31,16.12
2025-05-20 18:53:49,788.0,551.0,604.0,45.0,13.69,14.31,16.12
2025-05-20 18:53:51,790.0,551.0,613.0,37.0,13.63,14.31,16.12
2025-05-20 18:53:52,789.0,551.0,602.0,27.0,13.63,14.31,16.12
2025-05-20 18:53:54,789.0,551.0,603.0,26.0,13.63,14.31,16.12
2025-05-20 18:53:56,789.0,550.0,604.0,27.0,13.63,14.31,16.12
2025-05-20 18:53:57,789.0,551.0,607.0,39.0,13.69,14.31,16.12
2025-05-20 18:53:59,789.0,551.0,603.0,32.0,13.69,14.31,16.12
2025-05-20 18:54:01,789.0,551.0,605.0,36.0,13.63,14.31,16.12
2025-05-20 18:54:03,789.0,551.0,604.0,23.0,13.69,14.31,16.12
2025-05-20 18:54:04,789.0,551.0,605.0,28.0,13.63,14.25,16.12
2025-05-20 18:54:06,790.0,551.0,604.0,35.0,13.63,14.31,16.12
2025-05-20 18:54:08,789.0,551.0,606.0,38.0,13.63,14.31,16.12
2025-05-20 18:54:09,789.0,551.0,602.0,26.0,13.63,14.31,16.12
2025-05-20 18:54:11,789.0,551.0,605.0,24.0,13.63,14.25,16.12
2025-05-20 18:54:13,788.0,551.0,605.0,23.0,13.63,14.31,16.12
2025-05-20 18:54:14,788.0,550.0,604.0,47.0,13.63,14.31,16.12
2025-05-20 18:54:16,789.0,551.0,605.0,30.0,13.63,14.31,16.12
2025-05-20 18:54:18,788.0,551.0,605.0,31.0,13.63,14.31,16.06
2025-05-20 18:54:19,789.0,551.0,604.0,31.0,13.63,14.31,16.12
2025-05-20 18:54:21,789.0,551.0,606.0,25.0,13.63,14.31,16.12
2025-05-20 18:54:23,789.0,551.0,608.0,25.0,13.63,14.31,16.12
2025-05-20 18:54:25,789.0,551.0,605.0,24.0,13.56,14.31,16.12
2025-05-20 18:54:26,790.0,550.0,606.0,28.0,13.63,14.31,16.06
2025-05-20 18:54:28,789.0,551.0,605.0,27.0,13.63,14.31,16.06
2025-05-20 18:54:30,789.0,551.0,602.0,21.0,13.63,14.31,16.12
2025-05-20 18:54:31,789.0,551.0,605.0,24.0,13.63,14.31,16.12
2025-05-20 18:54:33,788.0,550.0,605.0,25.0,13.63,14.31,16.12
2025-05-20 18:54:35,790.0,550.0,604.0,28.0,13.63,14.31,16.06
2025-05-20 18:54:36,790.0,550.0,606.0,39.0,13.63,14.31,16.12
2025-05-20 18:54:38,790.0,550.0,605.0,30.0,13.63,14.31,16.06
2025-05-20 18:54:40,789.0,550.0,605.0,39.0,13.63,14.31,16.06
2025-05-20 18:54:41,790.0,550.0,605.0,26.0,13.56,14.31,16.12
2025-05-20 18:54:43,790.0,550.0,604.0,21.0,13.63,14.31,16.06
2025-05-20 18:54:45,789.0,550.0,604.0,28.0,13.63,14.25,16.12
2025-05-20 18:54:46,789.0,550.0,611.0,23.0,13.56,14.25,16.12
2025-05-20 18:54:48,788.0,550.0,604.0,28.0,13.63,14.31,16.06
2025-05-20 18:54:50,789.0,550.0,603.0,28.0,13.63,14.31,16.12
2025-05-20 18:54:52,788.0,550.0,605.0,25.0,13.63,14.31,16.12
2025-05-20 18:54:53,789.0,550.0,605.0,25.0,13.63,14.25,16.12
2025-05-20 18:54:55,790.0,550.0,604.0,53.0,13.56,14.31,16.12
2025-05-20 18:54:57,789.0,550.0,604.0,22.0,13.63,14.31,16.06
2025-05-20 18:54:58,789.0,550.0,605.0,27.0,13.56,14.31,16.12
2025-05-20 18:55:00,790.0,550.0,605.0,31.0,13.63,14.31,16.06
2025-05-20 18:55:02,789.0,551.0,604.0,24.0,13.63,14.31,16.12
2025-05-20 18:55:03,789.0,551.0,604.0,25.0,13.56,14.31,16.12
2025-05-20 18:55:05,789.0,551.0,608.0,28.0,13.56,14.31,16.12
2025-05-20 18:55:07,789.0,551.0,604.0,26.0,13.63,14.31,16.12
2025-05-20 18:55:08,789.0,551.0,605.0,32.0,13.63,14.25,16.12
2025-05-20 18:55:10,789.0,551.0,603.0,39.0,13.56,14.31,16.12
2025-05-20 18:55:12,789.0,551.0,605.0,24.0,13.56,14.31,16.12
2025-05-20 18:55:14,789.0,550.0,599.0,19.0,13.56,14.31,16.06
2025-05-20 18:55:15,789.0,550.0,605.0,24.0,13.63,14.25,16.12
2025-05-20 18:55:17,790.0,551.0,605.0,30.0,13.56,14.31,16.12
2025-05-20 18:55:19,790.0,551.0,604.0,28.0,13.63,14.31,16.12
2025-05-20 18:55:20,788.0,551.0,604.0,44.0,13.63,14.31,16.12
2025-05-20 18:55:22,789.0,551.0,604.0,22.0,13.63,14.31,16.12
2025-05-20 18:55:24,789.0,551.0,603.0,28.0,13.63,14.31,16.06
2025-05-20 18:55:25,790.0,551.0,604.0,23.0,13.56,14.31,16.12
2025-05-20 18:55:27,788.0,551.0,603.0,27.0,13.56,14.31,16.06
2025-05-20 18:55:29,789.0,551.0,603.0,22.0,13.56,14.31,16.12
2025-05-20 18:55:30,790.0,551.0,604.0,26.0,13.56,14.31,16.12
2025-05-20 18:55:32,790.0,551.0,603.0,25.0,13.63,14.31,16.06
2025-05-20 18:55:34,790.0,551.0,604.0,28.0,13.56,14.31,16.12
2025-05-20 18:55:36,790.0,551.0,603.0,32.0,13.56,14.25,16.12
2025-05-20 18:55:37,789.0,551.0,604.0,21.0,13.56,14.31,16.12
2025-05-20 18:55:39,789.0,551.0,605.0,33.0,13.56,14.31,16.12
2025-05-20 18:55:41,789.0,551.0,603.0,24.0,13.56,14.31,16.06
2025-05-20 18:55:42,790.0,551.0,605.0,29.0,13.56,14.31,16.12
2025-05-20 18:55:44,789.0,551.0,603.0,31.0,13.56,14.25,16.12
2025-05-20 18:55:46,790.0,551.0,605.0,20.0,13.56,14.31,16.06
2025-05-20 18:55:47,789.0,551.0,605.0,25.0,13.56,14.31,16.12
2025-05-20 18:55:49,789.0,551.0,606.0,22.0,13.56,14.31,16.12
2025-05-20 18:55:51,789.0,551.0,606.0,59.0,13.56,14.31,16.12
2025-05-20 18:55:52,788.0,551.0,605.0,26.0,13.56,14.31,16.12
2025-05-20 18:55:54,790.0,551.0,605.0,29.0,13.56,14.31,16.12
2025-05-20 18:55:56,789.0,551.0,605.0,21.0,13.56,14.31,16.12
2025-05-20 18:55:58,790.0,551.0,604.0,30.0,13.56,14.31,16.12
2025-05-20 18:55:59,788.0,551.0,605.0,25.0,13.56,14.25,16.12
2025-05-20 18:56:01,788.0,551.0,606.0,22.0,13.5,14.31,16.06
2025-05-20 18:56:03,790.0,551.0,605.0,26.0,13.56,14.31,16.12
2025-05-20 18:56:04,789.0,551.0,603.0,25.0,13.56,14.25,16.12
2025-05-20 18:56:06,789.0,551.0,605.0,27.0,13.56,14.31,16.12
2025-05-20 18:56:08,790.0,551.0,606.0,22.0,13.5,14.31,16.06
2025-05-20 18:56:09,790.0,551.0,606.0,28.0,13.5,14.31,16.12
2025-05-20 18:56:11,791.0,551.0,599.0,29.0,13.5,14.31,16.12
2025-05-20 18:56:13,788.0,551.0,605.0,26.0,13.56,14.31,16.12
2025-05-20 18:56:14,789.0,551.0,606.0,30.0,13.5,14.25,16.12
2025-05-20 18:56:16,788.0,552.0,609.0,44.0,13.5,14.31,16.06
2025-05-20 18:56:18,789.0,552.0,606.0,24.0,13.5,14.31,16.06
2025-05-20 18:56:19,789.0,552.0,606.0,25.0,13.5,14.31,16.06
2025-05-20 18:56:21,790.0,551.0,603.0,37.0,13.5,14.31,16.12
2025-05-20 18:56:23,790.0,551.0,606.0,21.0,13.5,14.31,16.06
2025-05-20 18:56:25,789.0,551.0,606.0,23.0,13.5,14.31,16.06
2025-05-20 18:56:26,789.0,551.0,606.0,30.0,13.5,14.25,16.06
2025-05-20 18:56:28,790.0,551.0,603.0,49.0,13.5,14.25,16.06
2025-05-20 18:56:30,790.0,551.0,606.0,54.0,13.5,14.31,16.12
2025-05-20 18:56:31,789.0,551.0,605.0,26.0,13.5,14.31,16.06
2025-05-20 18:56:33,789.0,551.0,605.0,24.0,13.5,14.31,16.06
2025-05-20 18:56:35,789.0,551.0,608.0,25.0,13.56,14.31,16.12
2025-05-20 18:56:36,788.0,551.0,605.0,25.0,13.5,14.31,16.06
2025-05-20 18:56:38,789.0,551.0,605.0,29.0,13.5,14.31,16.06
2025-05-20 18:56:40,789.0,551.0,606.0,22.0,13.56,14.31,16.12
2025-05-20 18:56:41,791.0,551.0,601.0,22.0,13.5,14.31,16.12
2025-05-20 18:56:43,788.0,551.0,606.0,25.0,13.5,14.31,16.12
2025-05-20 18:56:45,791.0,551.0,606.0,24.0,13.5,14.31,16.06
2025-05-20 18:56:47,789.0,551.0,605.0,21.0,13.5,14.31,16.06
2025-05-20 18:56:48,789.0,551.0,604.0,27.0,13.56,14.31,16.06
2025-05-20 18:56:50,789.0,551.0,604.0,29.0,13.5,14.31,16.12
2025-05-20 18:56:52,791.0,551.0,605.0,57.0,13.5,14.31,16.12
2025-05-20 18:56:53,789.0,551.0,606.0,25.0,13.5,14.31,16.06
2025-05-20 18:56:55,790.0,551.0,604.0,38.0,13.5,14.31,16.12
2025-05-20 18:56:57,789.0,551.0,604.0,27.0,13.5,14.31,16.06
2025-05-20 18:56:58,790.0,551.0,604.0,31.0,13.5,14.25,16.06
2025-05-20 18:57:00,790.0,551.0,605.0,25.0,13.56,14.31,16.06
2025-05-20 18:57:02,789.0,551.0,603.0,22.0,13.56,14.25,16.06
2025-05-20 18:57:03,789.0,551.0,604.0,29.0,13.5,14.31,16.06
2025-05-20 18:57:05,789.0,551.0,602.0,28.0,13.5,14.31,16.12
2025-05-20 18:57:07,791.0,551.0,605.0,24.0,13.5,14.31,16.06
2025-05-20 18:57:09,789.0,551.0,604.0,28.0,13.5,14.31,16.06
2025-05-20 18:57:10,790.0,551.0,604.0,25.0,13.5,14.31,16.06
2025-05-20 18:57:12,789.0,551.0,604.0,44.0,13.5,14.31,16.06
2025-05-20 18:57:14,789.0,551.0,610.0,20.0,13.5,14.31,16.12
2025-05-20 18:57:15,790.0,551.0,603.0,22.0,13.56,14.31,16.06
2025-05-20 18:57:17,790.0,551.0,604.0,25.0,13.5,14.31,16.06
2025-05-20 18:57:19,789.0,551.0,605.0,23.0,13.56,14.31,16.06
2025-05-20 18:57:20,789.0,551.0,604.0,20.0,13.5,14.31,16.06
2025-05-20 18:57:22,788.0,551.0,603.0,22.0,13.56,14.31,16.06
2025-05-20 18:57:24,790.0,551.0,604.0,40.0,13.56,14.25,16.06
2025-05-20 18:57:25,788.0,551.0,605.0,35.0,13.5,14.31,16.06
2025-05-20 18:57:27,789.0,551.0,604.0,33.0,13.56,14.31,16.12
2025-05-20 18:57:29,788.0,551.0,604.0,32.0,13.56,14.31,16.06
2025-05-20 18:57:31,788.0,551.0,604.0,25.0,13.5,14.31,16.06
2025-05-20 18:57:32,790.0,551.0,610.0,29.0,13.56,14.31,16.06
2025-05-20 18:57:34,790.0,551.0,605.0,30.0,13.56,14.31,16.12
2025-05-20 18:57:36,789.0,551.0,604.0,26.0,13.56,14.31,16.06
2025-05-20 18:57:37,788.0,551.0,605.0,24.0,13.5,14.31,16.12
2025-05-20 18:57:39,790.0,552.0,604.0,28.0,13.56,14.31,16.12
2025-05-20 18:57:41,789.0,551.0,604.0,21.0,13.56,14.31,16.06
2025-05-20 18:57:42,789.0,551.0,604.0,22.0,13.5,14.31,16.12
2025-05-20 18:57:44,790.0,551.0,604.0,25.0,13.56,14.31,16.12
2025-05-20 18:57:46,791.0,551.0,603.0,29.0,13.5,14.31,16.06
2025-05-20 18:57:47,788.0,551.0,604.0,36.0,13.5,14.31,16.12
2025-05-20 18:57:49,789.0,551.0,603.0,25.0,13.5,14.31,16.06
2025-05-20 18:57:51,789.0,551.0,608.0,23.0,13.5,14.31,16.06
2025-05-20 18:57:53,788.0,551.0,604.0,27.0,13.5,14.31,16.06
2025-05-20 18:57:54,791.0,551.0,603.0,27.0,13.56,14.25,16.12
2025-05-20 18:57:56,788.0,551.0,610.0,23.0,13.56,14.25,16.12
